0.507571	0.114922	10.132261
0.497994	0.105345	10.036493
0.459687	0.162806	10.065224
0.459687	0.258574	10.103531
0.469264	0.143652	10.065224
0.430956	0.143652	10.074800
0.440533	0.143652	10.160992
0.411803	0.124498	10.247183
0.383072	0.229843	10.170568
0.373495	0.277727	10.295067
0.363919	0.134075	10.199299
0.383072	0.172383	10.218452
0.363919	0.210690	10.218452
0.383072	0.143652	10.093954
0.383072	0.114922	10.036493
0.411803	0.095768	10.065224
0.325611	0.181959	10.208876
0.363919	0.134075	10.170568
0.354342	0.114922	10.208876
0.411803	0.172383	10.141838
0.430956	0.239420	10.103531
0.383072	0.201113	10.141838
0.383072	0.124498	10.208876
0.373495	0.143652	10.151415
0.344765	0.172383	10.132261
0.363919	0.172383	10.151415
0.373495	0.162806	10.208876
0.325611	0.239420	10.132261
0.344765	0.229843	10.132261
0.335188	0.172383	10.199299
0.344765	0.191536	10.208876
0.383072	0.220267	10.160992
0.411803	0.201113	10.141838
0.430956	0.172383	10.122684
0.411803	0.191536	10.151415
0.354342	0.153229	10.189722
0.373495	0.248997	10.084377
0.363919	0.239420	10.180145
0.383072	0.191536	10.237606
0.411803	0.181959	10.170568
0.402226	0.258574	10.093954
0.383072	0.258574	10.113108
0.430956	0.191536	10.103531
0.440533	0.191536	10.141838
0.421380	0.220267	10.189722
0.402226	0.239420	10.237606
0.363919	0.248997	10.170568
0.402226	0.258574	10.046070
0.402226	0.181959	10.036493
0.402226	0.172383	10.026917
0.402226	0.181959	10.122684
0.421380	0.172383	10.170568
0.392649	0.162806	10.228029
0.383072	0.277727	10.256760
0.450110	0.296881	10.160992
0.450110	0.248997	10.113108
0.450110	0.258574	10.151415
0.430956	0.277727	10.199299
0.440533	0.191536	10.208876
0.450110	0.220267	10.189722
0.488417	0.095768	10.295067
0.430956	0.210690	10.055647
0.325611	0.325611	10.074800
0.296881	0.316035	10.036493
0.306458	0.191536	10.256760
0.354342	0.143652	10.218452
0.469264	0.028730	10.208876
0.574608	0.019154	10.151415
0.402226	0.373495	10.065224
0.258574	0.306458	10.055647
0.296881	0.325611	10.189722
0.296881	0.268151	10.390836
0.210690	0.316035	10.304645
0.248997	0.210690	10.505757
0.565032	0.028730	10.113108
0.134075	0.545878	9.998186
0.067038	0.440533	10.026917
0.019154	0.555455	10.160992
0.124498	0.402226	10.199299
0.105345	0.383072	10.084377
0.134075	0.354342	10.055647
0.086191	0.459687	10.046070
-0.019154	0.373495	10.323798
0.028730	0.421380	10.103531
0.028730	0.459687	9.959879
-0.047884	0.296881	10.228029
0.153229	0.383072	10.141838
0.047884	0.497994	10.419566
0.057461	0.450110	10.381259
0.076614	0.402226	10.093954
0.057461	0.459687	10.093954
0.067038	0.421380	10.189722
0.067038	0.430956	10.218452
0.095768	0.411803	10.103531
0.067038	0.469264	10.046070
0.067038	0.450110	10.055647
0.028730	0.392649	10.132261
0.143652	0.325611	10.371682
0.220267	0.287304	10.438720
0.201113	0.220267	10.390836
0.248997	0.316035	10.199299
0.248997	0.402226	9.950302
0.172383	0.459687	10.065224
-0.134075	0.536301	9.682152
-0.067038	0.316035	10.591949
0.067038	0.526724	10.601525
0.114922	0.584185	10.371682
0.134075	0.411803	9.844957
0.095768	0.497994	9.911995
0.028730	0.641646	10.199299
0.047884	0.593762	10.237606
0.229843	0.153229	10.697293
0.220267	0.517148	10.304645
0.210690	0.526724	10.103531
0.210690	0.229843	10.304645
0.239420	0.526724	10.065224
0.172383	0.612916	9.883265
0.076614	0.478840	10.113108
0.134075	0.469264	10.103531
0.153229	0.325611	10.314221
0.191536	0.181959	10.333375
0.181959	0.325611	10.065224
0.134075	0.373495	10.007763
0.028730	0.430956	10.160992
0.067038	0.411803	10.189722
0.124498	0.344765	10.189722
0.095768	0.325611	10.275913
0.114922	0.392649	10.237606
0.229843	0.306458	10.189722
0.248997	0.258574	10.295067
0.229843	0.344765	10.304645
0.229843	0.421380	10.199299
0.306458	0.316035	10.026917
0.373495	0.268151	10.074800
0.373495	0.220267	10.189722
0.325611	0.335188	10.256760
0.402226	0.383072	10.103531
0.469264	0.316035	10.046070
0.497994	0.201113	10.285490
0.574608	0.191536	10.218452
0.689530	0.201113	10.055647
0.871489	0.086191	9.777920
0.775721	0.057461	10.122684
0.766145	0.086191	10.189722
0.746991	0.086191	10.352529
0.737414	0.095768	10.409989
1.158794	-0.105345	9.710882
1.187524	-0.306458	9.979033
1.168370	-0.325611	10.256760
1.043872	-0.028730	10.218452
1.101333	0.028730	10.007763
1.158794	-0.086191	9.969456
1.187524	-0.162806	10.074800
1.197101	-0.210690	10.333375
1.206678	-0.124498	10.524911
1.139640	-0.095768	10.658986
1.197101	-0.191536	10.275913
1.244985	-0.220267	10.218452
1.177947	-0.296881	10.285490
1.053449	-0.258574	10.563218
0.938527	-0.124498	10.726024
0.938527	-0.067038	10.601525
0.919373	-0.114922	10.477027
0.890643	-0.114922	10.390836
0.823605	-0.047884	10.371682
0.833182	-0.028730	10.237606
0.881066	-0.105345	10.046070
0.900220	-0.220267	9.969456
1.043872	-0.201113	9.969456
1.101333	-0.296881	9.940725
0.976834	-0.335188	9.873688
0.938527	-0.354342	9.873688
0.871489	-0.248997	9.911995
0.842759	-0.229843	9.940725
0.679953	-0.181959	9.998186
0.622492	-0.162806	10.160992
0.555455	-0.201113	10.285490
0.306458	-0.210690	10.323798
0.191536	-0.201113	10.362105
0.134075	-0.105345	10.199299
0.124498	0.009577	9.959879
-0.047884	-0.191536	9.864111
-0.162806	-0.210690	9.998186
-0.162806	-0.172383	10.141838
-0.172383	-0.402226	10.323798
-0.172383	-0.459687	10.505757
-0.162806	-0.450110	10.678140
-0.114922	-0.478840	10.496181
0.057461	-0.612916	10.055647
-0.095768	-0.536301	10.208876
-0.268151	-0.497994	10.381259
-0.488417	-0.134075	10.189722
-0.622492	0.019154	10.007763
-0.660800	0.086191	9.758766
-0.909797	-0.009577	10.103531
-0.823605	-0.047884	10.381259
-0.670376	-0.172383	10.438720
-0.593762	-0.296881	10.419566
-0.574608	-0.229843	10.352529
-0.507571	-0.162806	10.275913
-0.344765	-0.162806	10.208876
-0.335188	-0.114922	10.266336
-0.411803	-0.019154	10.237606
-0.430956	-0.019154	10.170568
-0.411803	-0.076614	10.208876
-0.450110	-0.258574	9.998186
-0.545878	-0.009577	10.189722
-0.699107	0.095768	10.295067
